IsROS,IsCybersecurity,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation  of Privilege,Item Title,Abstract,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Secure Speculation via Speculative Secret Flow Tracking,"Speculative execution attacks can leak arbitrary program data under malicious speculation, presenting a severe security threat. Based on two key observations, this paper presents a software-transparent defense mechanism called speculative secret flow tracking (SSFT), which is capable of defending against all cache-based speculative execution attacks with a low performance overhead. First, we observe that the attacker must use array or pointer variables in the victim code to access arbitrary memory data. Therefore, we propose a strict definition of secret data to reduce the amount of data to be protected. Second, if the load is not data-dependent and control-dependent on secrets, its speculative execution will not leak any secrets. Thus, this paper introduces the concept of speculative secret flow to analyze how secret data are obtained and propagated during speculative execution. By tracking speculative secret flow in hardware, SSFT can identify all unsafe speculative loads (USLs) that are dependent on secrets. Moreover, SSFT exploits three different methods to constrain USLs’ speculative execution and prevent them from leaking secrets into the cache and translation lookaside buffer (TLB) states. This paper evaluates the performance of SSFT on the SPEC CPU 2006 workloads, and the results show that SSFT is effective and its performance overhead is very low. To defend against all speculative execution attack variants, SSFT only incurs an average slowdown of 4.5% (Delay USL-L1Miss) or 3.8% (Invisible USLs) compared to a non-secure processor. Our analysis also shows that SSFT maintains a low hardware overhead.",Journal of Computer Science and Technology,,,,10.1007/s11390-021-1249-4,Hong-Wei CuiChun YangXu Cheng,2023.0,https://link.springer.com/article/10.1007/s11390-021-1249-4,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Harnessing <i>Chlorella vulgaris - Aspergilus niger</i> Interactions for Effective Microplastic Removal in Aquatic Ecosystems,"This study presents a novel bioremediation approach for microplastic removal using C. vulgaris and Aspergillus niger fungal pellets. The effects of polypropylene (PP) and polyethylene terephthalate (PET) microplastics on algal growth and extracellular polymeric substance (EPS) production were investigated. Results showed that microplastic presence, particularly PET, enhanced EPS production, promoting microplastic aggregation. Removal efficiencies were 55.7% for PP and 95.0% for PET. The addition of A. niger pellets at 3.5% (w/v) concentration improved microalgae and microplastic flocculation, removal efficiencies with A. niger pellets were 88 ± 0.010% for the control, 90 ± 0.031% for PP, and 94 ± 0.015% for PET, confirming the effectiveness of this bioflocculation approach. The control group without microplastics yielded 3,788 ± 3.535 mg/L biomass, while with the addition of PP and PET microplastic resulted 4,982 ± 5.65 mg/L, and 5,122 ± 8.48 mg/L, respectively. Scanning electron microscopy (SEM) and Fourier-transform infrared (FTIR) analyses confirmed the formation of hetero-aggregates of algae, EPS, and microplastics, with EPS playing a crucial role in binding microplastics. This study demonstrates that the combination of C. vulgaris and A. niger provides an eco-friendly, efficient method for microplastic removal, offering a promising solution to address microplastic pollution in aquatic systems.",Waste and Biomass Valorization,,,,10.1007/s12649-025-03062-0,Hadiyanto HadiyantoFalvocha Alifsmara JoelynaAdian KhoironiS. SudarnoJoni A. SafaatWahyu Diski PratamaMuhamad Maulana Azimatun Nur,2025.0,https://link.springer.com/article/10.1007/s12649-025-03062-0,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Handling class overlap and imbalance using overlap driven under-sampling with balanced random forest in software defect prediction,"Various techniques in machine learning have been used for building software defect prediction (SDP) models to identify the defective software modules. However, a major challenge to SDP models is the class overlapping and the class imbalance problem of SDP datasets. This study proposes a new SDP model that combines the overlap-based under-sampling framework with the balanced random forest classifier to improve the identification of defective software modules. First, the duplicate instances of the dataset are removed to avoid the over-fitting of the model. Next, the overlapped majority non-defective class instances of the training data are removed by applying an overlap-based under-sampling technique to maximize the presence of minority defective class instances in a region where the two classes overlap. Finally, we use the balanced random forest, which combines the random under-sampling and the ensemble learning techniques on the pre-processed training data for achieving the goal of classification prediction. The efficacy of our proposed SDP model is assessed by comparing its performance against nine state-of-the-art SDP models using 15 imbalanced software defect datasets. Experimental results and the statistical analysis indicate that our proposed SDP model has better predictive performance than other test models in terms of recall, G-mean, F-measure and AUC.",Innovations in Systems and Software Engineering,,,,10.1007/s11334-024-00571-4,Abdul Waheed DarSheikh Umar Farooq,2024.0,https://link.springer.com/article/10.1007/s11334-024-00571-4,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feasibility of the Cyber-Physical Nurse,"The paper presents the concept of a “cyber-physical nurse” from a feasibility perspective for wider inclusion in healthcare, in particular in relation to empathic communication with the patient. The results of a pilot study on user perception of two robotic and one human faces are presented and discussed in this context. Users attributed positive features to neutral agents’ facial expressions, but not negative, which increases the feasibility of introducing social robots in healthcare. Some guidelines for cyber-physical nurse design are discussed, addressing challenges to its possible implementation in hospitals, rehabilitation centres, and home care settings.",Proceedings of Tenth International Congress on Information and Communication Technology,,,,10.1007/978-981-96-9709-0_9,Maya DimitrovaNina Valchkova,2026.0,https://link.springer.com/chapter/10.1007/978-981-96-9709-0_9,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Growth Time Optimization of ZnO Nano-microstructures on Zinc Foil for Enhanced Photocatalytic Treatment of Textile Wastewater,"This study presents a novel approach for the growth time optimization of self-supported ZnO nano-/microstructures (ZnO NMs) on zinc foil surfaces using a biocompatible hydrothermal method. This fabrication technique aims to enhance the photocatalytic performance of ZnO nanostructures for efficient treatment of textile industry wastewater. The ZnO NMs were synthesized by immersing zinc (Zn) metal foils in pure water and heating them to 95 °C, resulting in varying dimensional characteristics of nanorods through adjustments in hydrothermal growth time. Photodegradation experiments were conducted using rhodamine B (RB) dye and batik industry wastewater (BW). The photocatalyst demonstrated up to 95% degradation of RB within 150 min under UV irradiation for the sample subjected to 16 h of hydrothermal treatment. Additionally, this sample achieved complete degradation of color compounds in BW within 180 min. However, repeated cycles revealed a decline in efficiency, highlighting challenges in maintaining consistent performance. This research underscores the eco-friendly and scalable potential of ZnO nanostructures in industrial wastewater treatment, paving the way for advancements in green technology.",Arabian Journal for Science and Engineering,,,,10.1007/s13369-025-10390-9,Nurfina YudasariKirana Y. PutriIyon T. SugiartoAhmad TaufiqDong-Hyun KimDede Djuhana,2025.0,https://link.springer.com/article/10.1007/s13369-025-10390-9,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Smart Manufacturing System Through Integration of Advanced Technologies,"Smart manufacturing drives innovation and competitiveness in production. This paper describes a smart manufacturing system including a smart factory, smart warehouse, and autonomous mobile robots (AMRs) to connect them. The system uses advanced technologies like the Manufacturing Execution System (MES), digital twin, Radio Frequency Identification (RFID), Internet of Things (IoT), Warehouse Management System (WMS), and Artificial Intelligence (AI) to improve product quality, reduce lead times, and increase customization. The system improves business experts’ skills and provides excellent educational chances to learn about modern manufacturing technology. The study underlines the potential for unique and important applied research possibilities and industry-academia collaborations by integrating the Festo CP-Factory system and the smart warehouse system into the academic scene. However, such a system involves careful planning, design, and integration of varied components, as well as data security, privacy, and human–robot interaction issues. Smart manufacturing is a major change from traditional production methods and might give companies that adopt it a competitive edge. Technological advancements are predicted to make the smart manufacturing system more accessible, affordable, and scalable, helping many industrial firms.",Business Intelligence and Information Technology,,,,10.1007/978-981-97-3980-6_42,Ngoc Huan LeVan Y. HuynhManh Kha KieuNarayan C. DebnathNgoc Bich Le,2024.0,https://link.springer.com/chapter/10.1007/978-981-97-3980-6_42,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Combining Bacteriogenic Fluorescent Carbon Nanoparticles with ZnO Nanoparticles: A Novel Approach Against Antibiotic-Resistant Clinical <i>Escherichia coli</i> Strains,"The non-toxic properties and inherent antibacterial power of carbon nanoparticles (CNPs) and their nanocomposites with other metal nanoparticles have attracted much attention in recent years. Moreover, the combination of CNPs with other nanoparticles has shown enhanced antibacterial effects, making them promising candidates for reducing resistance and improving targeted delivery. In this study, CNPs were produced by the hydrothermal method from the biomass of Vibrio sp. VLC. To increase the biological properties of this nanostructure, zinc oxide nanoparticles (ZnO NPs) were produced by the cell lysed extract (CLS) of Vibrio sp. VLC and doped on the surface of CNPs to form CNPs/ZnO nanocomposite. The morphology and characteristics of the produced nanostructures were evaluated by UV–Vis, FTIR, XRD, DLS, and FE-SEM–EDX methods. The results showed that the average size of CNPs and CNPs/ZnO nanocomposite were 23.31 and 37.62 nm, respectively, and both possessed quasi-spherical structures. The antimicrobial and antibiofilm activity of CNPs and CNPs/ZnO nanocomposite on 4 MDR Escherichia coli isolates (E6, E22, E27, and E55) were investigated in the concentration range of 195.31–25,000 µg/ml. The growth inhibition percentages (GI %) at a concentration of 25,000 μg/ml for CNPs and the CNPs/ZnO nanocomposite were calculated as follows: E6 (64% and 71.5%), E22 (76.5% and 86.7%), E27 (74.5% and 85.7%), and E55 (70.7% and 86%). Also, both nanostructures effectively inhibited biofilm formation of E. coli clinical isolates in a dose dependent manner, with the CNPs/ZnO nanocomposite demonstrating superior antibiofilm activity. In this study, the use of bacteriogenic CNPs/ZnO nanocomposite as a new antibiofilm and antimicrobial agent significantly reduced the growth of antibiotic-resistant and biofilm-producing clinical E. coli strains.",BioNanoScience,,,,10.1007/s12668-025-01805-w,Ayat Rabeea LaftaAlireza ZenhariFatemeh KoosanjianSara YousefiMansour Mashreghi,2025.0,https://link.springer.com/article/10.1007/s12668-025-01805-w,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,What can we learn from quality assurance badges in open-source software?,"In the development of open-source software (OSS), many developers use badges to give an overview of the software and share some key features/metrics conveniently. Among various badges, quality assurance (QA) badges make up a large proportion and are the most prevalent because QA is of vital importance in software development, and ineffective QA may lead to anomalies or defects. In this paper, we focus on QA badges in open-source projects, which present quality assurance information directly and instantly, and aim to produce some interesting findings and provide practical implications. We collect and analyze 100000 projects written in popular programming languages from GitHub and conduct a comprehensive empirical study both inside and outside QA badges. Inside QA badges, we build a category classification for all QA badges based on the properties they focus on, which shows the types of QA badges developers use. Then, we analyze the frequency of the properties that QA badges focus on, and property combinations, too, which present their use status. We find that QA badges focus on various properties while developers give different preferences to different properties. The use status also differs between different programming languages. For example, projects written in C focus on Security to a great extent. Our findings also provide implications for developers and badge providers. Outside QA badges, we conduct a correlation analysis between QA badges and some software metrics that have potential relationships with code quality, contribution quality, and popularity. We find that QA badges have statistically significant correlations with various software metrics.",Science China Information Sciences,,,,10.1007/s11432-022-3611-3,Feng LiYiling LouXin TanZhenpeng ChenJinhao DongYang LiXuanzhi WangDan HaoLu Zhang,2024.0,https://link.springer.com/article/10.1007/s11432-022-3611-3,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Development and Optimization of an Electrochemical Sensor for Hydroxyl Radical Detection via DS110 Electrodes and Neural Network Modeling,"The hydroxyl radical (•OH), with a redox potential of 2.8 V, is the most reactive oxygen species involved in various chemical and biological processes. Therefore, the development of simple and reliable methods for its quantitative determination is highly desirable.",Sensors and Microsystems,,,,10.1007/978-3-032-08271-8_59,Chafia BouaslaMohammed MahdiImadeddine BelhaniSaidi Mohamed RacimKharoua Amira,2025.0,https://link.springer.com/chapter/10.1007/978-3-032-08271-8_59,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Measuring Multi-UAV Mission Efficiency: Concept Validation and Enhanced Metrics,"Compositions of future airborne forces with highly automated and/or autonomous components shall be assessed in terms of mission effectiveness and efficiency through a modelling and simulation process. To this end, we have proposed a systematic metric derivation and measurement scheme in previous work. Now, its evaluation and validation were conducted through subject-matter experts (SMEs), who agree with the assessment outcomes and attest to their meaningfulness when comparing their judgements of the simulated example mission runs with the generated results.",Modelling and Simulation  for Autonomous Systems,,,,10.1007/978-3-030-98260-7_10,Julian SeethalerMichael StrohalPeter Stütz,2022.0,https://link.springer.com/chapter/10.1007/978-3-030-98260-7_10,Conference paper
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Design of Multi-UAV System Based on ROS,"Aiming at the problems that the single drone cannot comprehensively check the disaster situation and the single drone suddenly fails and cannot continue the rescue during the execution of the rescue request task. A multi-drone system based on ROS is designed. The hardware part of the system adopts Pixhawk to be responsible for UAV attitude control. Obtain the position of the aircraft on the world coordinate system through GPS. Using the Raspberry Pi 3B as the on-board computer is responsible for dividing each module into nodes. This enables publication and subscription of topics such as sensors, aircraft status and coordinates. This facilitates communication between multiple drones. Eventually, a set of three drones taking off at the same time, a PC capable of changing the target position of multiple drones, and a multi-drones system that can avoid collisions between drones can be realized. Compared with the single drone, the multi-drones system based on ROS can effectively solve the problem that the single drone cannot detect the disaster in all directions.",The 10th International Conference on Computer Engineering and Networks,,,,10.1007/978-981-15-8462-6_122,Qingjin WeiJiansheng PengHemin YeJian QinQiwen He,2021.0,https://link.springer.com/chapter/10.1007/978-981-15-8462-6_122,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,In Vitro and In Silico Analysis of Iron Oxide Nanoparticles from <i>Anastatica hierochuntica</i>,"Amidst the demand for innovative therapeutic solutions, this study investigates the synthesis of iron oxide nanoparticles (IONPs) from aqueous extract of Anastatica hierochuntica (A. hierochuntica) to explore their potential in antimicrobial, antioxidant, and anti-cancer applications. Utilizing a green chemistry approach, the nanoparticles were synthesized and characterized using different techniques including UV–visible spectroscopy, Fourier-transform infrared spectroscopy (FTIR), X-ray diffraction (XRD), zeta size analysis, and scanning electron microscopy (SEM). The biosynthesized nanoparticles exhibited potent antibacterial activity with a minimum inhibitory concentration (MIC) of 15 µg/mL against Bacillus subtilis. Significant antioxidant activity was observed with an IC50 value of 45 µg/mL in the DCF-DA assay indicating their free radical scavenging capabilities. The biosynthesized IONPs showed promising anti-cancer activity in vitro, with an IC50 value of 30 µg/mL in the human breast cancer cell line MCF-7, inducing apoptosis as confirmed by DNA fragmentation and ROS assays. Molecular docking studies further revealed strong binding affinities between the nanoparticles and key bacterial proteins as well as target enzymes involved in cancer progression assessing their potential mechanism of action. These findings highlight the potential of A. hierochuntica derived iron oxide nanoparticles as multifunctional therapeutic agent with strong applications in antimicrobial, antioxidant, and anti-cancer therapies. Future research should focus on exploring the in vivo efficacy and safety profile of these nanoparticles while focusing on the in silico studies to optimize their design and predict interactions.",BioNanoScience,,,,10.1007/s12668-024-01700-w,Subashini. RSowmick Rakesh STameem Tabbasum MDAshwin Kumar MSridharan,2024.0,https://link.springer.com/article/10.1007/s12668-024-01700-w,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Attacking Bitcoin anonymity: generative adversarial networks for improving Bitcoin entity classification,"Classification of Bitcoin entities is an important task to help Law Enforcement Agencies reduce anonymity in the Bitcoin blockchain network and to detect classes more tied to illegal activities. However, this task is strongly conditioned by a severe class imbalance in Bitcoin datasets. Existing approaches for addressing the class imbalance problem can be improved considering generative adversarial networks (GANs) that can boost data diversity. However, GANs are mainly applied in computer vision and natural language processing tasks, but not in Bitcoin entity behaviour classification where they may be useful for learning and generating synthetic behaviours. Therefore, in this work, we present a novel approach to address the class imbalance in Bitcoin entity classification by applying GANs. In particular, three GAN architectures were implemented and compared in order to find the most suitable architecture for generating Bitcoin entity behaviours. More specifically, GANs were used to address the Bitcoin imbalance problem by generating synthetic data of the less represented classes before training the final entity classifier. The results were used to evaluate the capabilities of the different GAN architectures in terms of training time, performance, repeatability, and computational costs. Finally, the results achieved by the proposed GAN-based resampling were compared with those obtained using five well-known data-level preprocessing techniques. Models trained with data resampled with our GAN-based approach achieved the highest accuracy improvements and were among the best in terms of precision, recall and f1-score. Together with Random Oversampling (ROS), GANs proved to be strong contenders in addressing Bitcoin class imbalance and consequently in reducing Bitcoin entity anonymity (overall and per-class classification performance). To the best of our knowledge, this is the first work to explore the advantages and limitations of GANs in generating specific Bitcoin data and “attacking” Bitcoin anonymity. The proposed methods ultimately demonstrate that in Bitcoin applications, GANs are indeed able to learn the data distribution and generate new samples starting from a very limited class representation, which leads to better detection of classes related to illegal activities.",Applied Intelligence,,,,10.1007/s10489-022-03378-7,Francesco ZolaLander Segurola-GilJan L. BruseMikel GalarRaul Orduna-Urrutia,2022.0,https://link.springer.com/article/10.1007/s10489-022-03378-7,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Graphene Oxide–Silver–Zinc Oxide Nanocomposites Prepared by PLAL and Ultrasonication: Synthesis, Structure, and Antimicrobial Activity","Bacterial and fungal infections remain a major global health challenge, exacerbated by the rise of antimicrobial resistance and the limited efficacy of conventional treatments. Although metal oxide nanoparticles of Zinc oxide and silver have the power to kill germs, but they don’t work as well since they don’t stay stable in colloidal form and clump together quickly, making it harder to control how nanoparticles spread. Because current preparation methods are hard to use, a clean, eco-friendly method is needed to get nanoparticles to be very stable and evenly spread out while also making them more effective against germ. Silver (Ag) and zinc oxide (ZnO) nanoparticles were prepared by pulsed laser ablation in liquid (PLAL) and subsequently integrated with graphene oxide (GO) by ultrasonication to yield ternary GO: Ag: ZnO nanocomposites at three weight ratios (5:2.5:2.5; 5:3:2; 5:4:1). Structural and surface analyses (XRD, FE-SEM/EDS, HR-TEM, FT-IR,. Raman Spectroscopy, UV–Vis, zeta potential) confirmed polycrystalline Ag (cubic) and ZnO (wurtzite) distributed on crumpled GO sheets with ~ 30–50 nm particle sizes(the standard deviation was found to be ± 10.6 nm, (Ag) and standard variation of ± 10.2 nm. (ZnO). TEM analysis confirmed that silver and zinc oxide particles were spherical, while that GO was in compact, overlapping sheets .FTIR and Raman results confirme the successful formation of GO–Ag–ZnO of the D and G bands. Zeta potentials (Ag ≈ − 32.04 mV, ZnO ≈ + 8.01 mV, GO ≈ − 43.25 mV) indicated stable Ag and GO colloids and comparatively lower stability for ZnO. Antimicrobial performance was assessed by agar well-diffusion against S. aureus and Candida albicans, and by minimum inhibitory concentration (MIC) against (S. aureus), Streptococcus spp., E.coli, Klebsiella pneumoniae, and (p.aeruginosa). In diffusion tests, all composites produced12 ± 0.47 mm zones for Staphylococcus aureus (S. aureus) at 0.2/0.3 µg mL⁻¹ and 14 ± 0.47 mm for C. albicans; the single-component Ag, ZnO, and GO were also active at these doses. In MIC assays, Sample A (5:2.5:2.5) inhibited Streptococcus spp. And E. coli at 50 µg mL⁻¹ (others 100 µg mL⁻¹); Sample B (5:3:2) reached 50 µg mL⁻¹ only for S. aureus; Sample C (5:4:1) reached 50 µg mL⁻¹ for K. pneumoniae and P. aeruginosa; ZnO alone inhibited E. coli at 50 µg mL⁻¹; Ag and GO alone were 100 µg mL⁻¹. These results point to a multi-target synergy—membrane perturbation, ion/ROS stress, and improved interfacial contact—enabled by the GO scaffold, supporting GO: Ag: ZnO as a practical route from simple PLAL-based synthesis to broad antimicrobial applications.",BioNanoScience,,,,10.1007/s12668-025-02309-3,Yousra A. HusseinJ. Al-zanganaweeEsam H. HummadiOana BrincoveanuCosmin RomanitanRaluca Gavrila,2025.0,https://link.springer.com/article/10.1007/s12668-025-02309-3,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Real-Life Applications of Soft Computing in Cyber-Physical System: A Compressive Review,"Cyber-physical system (CPS) is one of the most prominent emerging systems that are used for connecting the physical and cyber space. Recent advances in wireless sensor networks (WSN) and network and embedded systems have paved way for development of CPS for varied domains. CPS application domain includes health care, smart cities, transportation, environmental monitoring, and manufacturing. CPS requires smart and intelligent sensors with computation, communication, and control capabilities. Cyber-physical systems are complex heterogeneous distributed system, which require robust, efficient, and cost-effective solutions. Soft computing is one of the techniques capable of dealing with complex system, as it does not require strict mathematical definitions. Soft computing is a collection of evolutionary, artificial neural network, fuzzy logic, and Bayesian network. The power of soft computing is its strong learning ability and tolerance to uncertainty and imprecision. This work presents a comprehensive review of soft computing-based approaches used in diverse CPS applications.",Soft Computing: Theories and Applications,,,,10.1007/978-981-16-1740-9_41,Varsha BhatiaVivek JaglanSunita KumawatKuldeep Singh Kaswan,2022.0,https://link.springer.com/chapter/10.1007/978-981-16-1740-9_41,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Theoretical Review on Challenges and Solutions of the Free Radical Scavenging Capability of Single-Walled Carbon Nanotubes (SWCNTs),"It is believed that the free radicals can harmfully influence several vital biomolecules including proteins, nucleic acids and lipids, consequently leading to various chronic diseases like cancers, neurodegenerative diseases, diabetes mellitus, respiratory diseases and cardiovascular diseases. Single-walled carbon nanotubes (SWCNTs) behave as good free radical scavengers in the front lines of theoretical models. But, literature review of ‘SWCNT as free radical scavengers’ suggests that the potentiality of SWCNTs in this field has not been investigated extensively and is yet to attain its exceeding limit. This might be due to the discrepancies existing in the theoretical models to mimic the reality. Moreover, there are experimental challenges, which necessities to be highlighted so as to permit the translation of SWCNTs into the clinic. In this review paper, we have tried to explore these discrepancies and challenges on the free radical scavenging ability of SWCNT along with some possible solutions.","Micro and Nanoelectronics Devices, Circuits and Systems",,,,10.1007/978-981-99-4495-8_1,Meenakshi Malakar,2024.0,https://link.springer.com/chapter/10.1007/978-981-99-4495-8_1,Conference paper
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Synergic Antibiofilm Effect of Thymol and Zinc Oxide Nanoparticles Conjugated with Thiosemicarbazone on Pathogenic <i>Pseudomonas aeruginosa</i> Strains,"Due to the emergence of drug resistance, treating Pseudomonas aeruginosa infections is a major health challenge. In a biofilm, bacteria are usually more resistant to antimicrobials than planktonic growth. Thus, antibiofilm compounds can be employed against bacterial infections. In this study, Zinc oxide (ZnO) nanoparticles (NPs) were prepared and functionalized by glutamic acid (ZnO@Glu). Next, the nanoparticles were conjugated with Thiosemicarbazone (ZnO@Glu- TSC), and their antibiofilm activity in combination with Thymol on P. aeruginosa strains was investigated. Physicochemical characterization by FT-IR and XRD analyses showed that the nanoparticles were synthesized properly and their purity was displayed by EDS mapping. The zeta potential of the NPs was − 7.7 mV which indicates the stability of the NPs. Also, the synthesized particles were in the nano-scale size range. Biofilm formation in P. aeruginosa strains was evaluated using Congo-Red agar assay and the antibacterial effect of Thymol and ZnO@Glu-TSC was also studied. Finally, the antibiofilm potential of Thymol, ZnO@Glu-TSC, and Thymol+ZnO@Glu-TSC NPs was studied by crystal violet staining assay. Thymol and ZnO@Glu-TSC NPs had stronger antibacterial potential in combination, and the minimum inhibitory concentration was 3.12–25.5 µg/mL. Also, the combination of the NPs with Thymol led to biofilm inhibition up to 95%, which was significantly higher than either agent alone. This work revealed that Thymol could enhance the antibacterial and antibiofilm potentials of ZnO@Glu-TSC NPs that provides a new option to combat P. aeruginosa infections after further research.",Arabian Journal for Science and Engineering,,,,10.1007/s13369-023-08701-z,Hadiseh MokhtariTabarek Abdulrazaq AlkinaniSomayeh Ataei-e jalisehTooba ShafighiAli Salehzadeh,2024.0,https://link.springer.com/article/10.1007/s13369-023-08701-z,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,The hepato- and neuroprotective effect of gold <i>Casuarina equisetifolia</i> bark nano-extract against Chlorpyrifos-induced toxicity in rats,The bark of Casuarina equisetifolia contains several active phytoconstituents that are suitable for the biosynthesis of gold nanoparticles (Au-NPs). These nanoparticles were subsequently evaluated for their effectiveness in reducing the toxicity induced by Chlorpyrifos (CPF) in rats.,Journal of Genetic Engineering and Biotechnology,,,,10.1186/s43141-023-00595-6,Wael Mahmoud AboulthanaNoha El-Sayed IbrahimAmgad Kamal HassanWagdy Khalil BassalyHassan Abdel-GawadHamdy Ahmed TahaKawkab A. Ahmed,2023.0,https://link.springer.com/article/10.1186/s43141-023-00595-6,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Design and Evaluation of an XML-Based Language for Programming Socially Assistive Robots,"Robotic technologies have not only been used in factories, but increasingly in various environments in people’s daily lives. Robots are used as assistive devices and through interaction with these devices it is possible to expand the physical and cognitive capabilities of humans. A new class of robots, Socially Assistive Robots (SARs), arises from the intersection of two other classes, assistive robots, which provide assistance, usually in healthcare settings, and interactive social robots, that communicate with the user. This work proposes an XML-based domain specific language (DSL) to facilitate the specification of interactive sessions for SARs. The proposed language is called EvaML and was designed for an open-source robotics platform. Although firstly implemented and used with EVA, EvaML can also be used with other SARs with similar communication affordances. To evaluate the EvaML language, an experiment was conducted with 12 software developers. Participants assessed EvaML with regards to clarity, effectiveness, perceived ease of use and usability according to 9 cognitive dimensions of the CDN framework (Cognitive Dimensions of Notations). EvaML was also successfully used by another group of 12 high school students and teachers in a series of activities where they designed and implemented interactive educational applications for EVA. Results indicate that EvaML is perceived as easy to use and usable, making it an adequate tool to enact interaction designs for a SAR platform considering different user profiles and levels of knowledge.",International Journal of Social Robotics,,,,10.1007/s12369-025-01254-1,Marcelo Marques da RochaJesus FavelaDébora C. Muchaluat-Saade,2025.0,https://link.springer.com/article/10.1007/s12369-025-01254-1,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Novel Approach to Address <i>Vibrio vulnificus</i> Pollution Amidst Climate Change: Harnessing the Potential of <i>Punica granatum</i> L. Peel Extracts,"The increasing prevalence of Vibrio vulnificus, a potentially lethal pathogen, poses a severe threat to aquatic ecosystems and public health, exacerbated by the ongoing effects of climate change. This study explored a pioneering strategy that combines microbial fuel cell (MFC) technology and molecular docking techniques to combat V. vulnificus pollution and harness the multifaceted potential of Punica granatum L. (pomegranate) peels. Water and ethanol extracts of P. granatum L. peels have been investigated for their antioxidant, bioenergy generation, and anti-V. vulnificus activities. The major compound identified in these extracts is ellagic acid, known for its electron-shuttling capabilities and anti-V. vulnificus properties. These extracts displayed remarkable antioxidant activity, suggesting their potential to mitigate oxidative stress caused by environmental pollution and climate change-induced factors. Moreover, microbial fuel cells (MFCs) were employed as a sustainable technology to generate bioenergy. Using P. granatum L. peel extracts as electron shuttles within the MFCs demonstrated promising results in enhancing energy generation efficiency, with maximal power densities of PG-E 1.67-fold and PG-W 2.13-fold. Molecular docking studies revealed the strong binding affinity of ellagic acid (LibDock score 110.872) to the V. vulnificus target, offering insights into the mechanisms behind its antibacterial properties. These findings may provide a new rationale for using P. granatum L. peels as a natural antimicrobial agent against V. vulnificus.",Waste and Biomass Valorization,,,,10.1007/s12649-024-02822-8,Cheng-Yang HsiehBor-Yann ChenPaolo Robert P. BuenoMaria Regina Gean G. AlediaKathlia A. De Castro-CruzChing-Chiung WangChia-Jung LeeChung-Chuan HsuehPo-Wei Tsai,2024.0,https://link.springer.com/article/10.1007/s12649-024-02822-8,Article
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heptagonal Reinforcement Learning (HRL): a novel algorithm for early prevention of non-sinus cardiac arrhythmia,"There have been many connections between medical science and artificial intelligence in recent years. Many problems arise with the integrity of communication. Cardiac arrhythmia, carried out using artificial intelligence methods, is one of the most dangerous diseases in the field of prevention. Topics introduced in artificial intelligence are the automatic selection of balancing and classification algorithms. In this study, metrics for machine learning algorithm selection are presented. The first problem is the problem of choosing the best balancing algorithm to balance the data sets, introduced as triangle rate (TR). The second issue to be studied is selecting the best automatic classification algorithm. The third action was to use a scoring algorithm to predict sinus and non-sinus arrhythmias. The heptagonal reinforcement learning (HRL) achieved results competitive with standard algorithms by combining three types of algorithms. The data used in this study was a 12-lead electrocardiogram (ECG) database of arrhythmias. The number of patients examined in this dataset is 10,646. The HRL algorithm has improved the previous algorithms by 5%, achieving 86% cardiac arrhythmia prediction.",Journal of Ambient Intelligence and Humanized Computing,,,,10.1007/s12652-024-04776-0,Arman DaliriRoghaye SadeghiNeda SedighianAbbas KarimiJavad Mohammadzadeh,2024.0,https://link.springer.com/article/10.1007/s12652-024-04776-0,Article
