IsROS,IsCybersecurity,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation  of Privilege,Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HEROES: Unreal Engine-based Human and Emergency Robot Operation Education System,A. Chaudhary; K. Tiwari; A. Bera,"Department of Computer Science, IDEAS Lab, Purdue University, USA; Department of Computer Science, IDEAS Lab, Purdue University, USA; Department of Computer Science, IDEAS Lab, Purdue University, USA",2025 IEEE International Conference on Robotics and Automation (ICRA),2025-09-02,2025.0,,,8079.0,8085.0,"Training and preparing first responders and humanitarian robots for Mass Casualty Incidents (MCIs) often poses a challenge owing to the lack of realistic and easily accessible test facilities. While such facilities can offer realistic scenarios post an MCI that can serve training and educational purposes for first responders and humanitarian robots, they are often hard to access owing to logistical constraints. To overcome this challenge, we present HEROES- a versatile Unreal Engine-based simulator for designing novel training simulations for humans and emergency robots for such urban search and rescue operations. The proposed HEROES simulator is capable of generating synthetic datasets for machine learning pipelines that are used for training robot navigation. This work addresses the necessity for a comprehensive training platform in the robotics community, ensuring pragmatic and efficient preparation for real-world emergency scenarios. The strengths of our simulator lie in its adaptability, scalability, and ability to facilitate collaboration between robot developers and first responders, fostering synergy in developing effective strategies for search and rescue operations in MCIs. We conducted a preliminary user study with an average score of 8.1 out of 10 supporting the ability of HEROES to generate sufficiently varied environments and a score of 7.8 out of 10 affirming the usefulness of the simulation environment. HEROES has been integrated with ROS and has been used to train an RL model for a real robot as a proof of concept.",,979-8-3315-4139-2,10.1109/ICRA55743.2025.11128532,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11128532,,Training;Test facilities;Navigation;Disasters;Terrorism;Scalability;Threat assessment;Robots;Stress;Synthetic data,,,,28.0,IEEE,2025-09-02,19-23 May 2025,19-23 May 2025,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Detection of Stealthy Bitstreams in Cloud FPGAs using Graph Convolutional Networks*,J. Chaudhuri; K. Chakrabarty,"School of Electrical, Computer, and Energy Engineering, Arizona State University, Tempe, AZ, USA; School of Electrical, Computer, and Energy Engineering, Arizona State University, Tempe, AZ, USA",2024 IEEE European Test Symposium (ETS),2024-06-26,2024.0,,,1.0,6.0,"FPGAs are frequently utilized in cloud computing environments for high performance computing and neural network accelerators. Furthermore, multi-tenancy allows multiple users to upload customized modules on the FPGA, while maintaining logical isolation. However, attackers can take advantage of the multi-tenant environment to launch voltage-based attacks and denial-of-service (DoS). An attacker might stealthily split power-wasting ring oscillators (ROs) across multiple windows within an FPGA configuration bitstream, making it challenging for traditional detection mechanisms to identify these dispersed components as part of a larger malicious circuit. We propose a methodology to detect these malicious bitstreams by transforming individual windows within an FPGA bitstream into a graph-based representation. Leveraging this graph structure, our method employs graph convolutional networks (GCNs) in the training phase to capture malicious patterns from the bitstreams. We use the classification accuracy, true-positive rate, and false-positive rate metrics to quantify the effectiveness of our method across diverse power-wasting circuits on multiple FPGA boards.",1558-1780,979-8-3503-4932-0,10.1109/ETS61313.2024.10567821,National Science Foundation; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10567821,,Training;Ring oscillators;Measurement;Cloud computing;Accuracy;High performance computing;Neural networks,,,,29.0,IEEE,2024-06-26,20-24 May 2024,20-24 May 2024,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Leveraging UAV-Mounted LIDAR Technology for Three-Dimensional Mapping and Cartographic Assessment of Uninhabited Terrains,S. Saha; A. Majumder; S. Aich; N. Saha; S. Saha; R. Chakrabarty,"Department of Electronics and Communication Engineering, Institute of Engineering and Management, University of Engineering and Management, Kolkata, India; Department of Electronics and Communication Engineering, Institute of Engineering and Management, University of Engineering and Management, Kolkata, India; Department of Electronics and Communication Engineering, Institute of Engineering and Management, University of Engineering and Management, Kolkata, India; Department of Electronics and Communication Engineering, Institute of Engineering and Management, University of Engineering and Management, Kolkata, India; Department of Electronics and Communication Engineering, Institute of Engineering and Management, University of Engineering and Management, Kolkata, India; Department of Electronics and Communication Engineering, Institute of Engineering and Management, University of Engineering and Management, Kolkata, India","2025 8th International Conference on Electronics, Materials Engineering & Nano-Technology (IEMENTech)",2025-04-16,2025.0,,,1.0,6.0,"Lidar sensing and 3d mapping presents substantial benefits for enhancing security in abandoned and high risk areas. With laser pulses and analyzing the reflected signals LIDAR generates precise three dimensional model of terrain structures and any objects. These technology allows security teams to remotely access a sites detecting illegal activities or potential dangers without entering unsafe environments. The detailed mapping enables effective monitoring of access points, route planning and vulnrerabitiy identification, ensuring prompt response to threats. With high accuracy and real time data, LIDAR based 3D mapping significantly strengthens security operations, facilitating the protection of uninhabited locations. UAV mounted LIDAR technology further amplifies this capability by creating detailed accurate model of landscapes, including topography, vegetation and structures. This innovative method supports remote surveillance of detoriating sites, enabling enhanced threat and detection and the development of strategy security measures, improving safety and operational efficiency in areas with elevated risks.",2767-9934,979-8-3315-2076-2,10.1109/IEMENTech65115.2025.10959398,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10959398,LIDAR;ROS (Robotics Operating System);Unmanned Aerial Vehicle (UAV);Survey;Inspection;Mapping;Automation;Robotics,Surveys;Solid modeling;Laser radar;Three-dimensional displays;Accuracy;Surveillance;Vegetation mapping;Surfaces;Autonomous aerial vehicles;Security,,,,21.0,IEEE,2025-04-16,31 Jan.-2 Feb. 2025,31 Jan.-2 Feb. 2025,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,A Study of High Temperature Effects on Ring Oscillator Based Physical Unclonable Functions,A. Douadi; G. Di Natale; P. Maistri; E. -I. Vatajelu; V. Beroulle,"Univ. Grenoble Alpes, CNRS, Grenoble INP Institute of Engineering Univ. Grenoble Alpes, TIMA, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP Institute of Engineering Univ. Grenoble Alpes, TIMA, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP Institute of Engineering Univ. Grenoble Alpes, TIMA, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP Institute of Engineering Univ. Grenoble Alpes, TIMA, Grenoble, France; Univ. Grenoble Alpes, Grenoble INP Institute of Engineering Univ. Grenoble Alpes, LCIS, Valence, France",2023 IEEE 29th International Symposium on On-Line Testing and Robust System Design (IOLTS),2023-08-28,2023.0,,,1.0,7.0,"PUFs (Physical Unclonable Functions) have been proposed as a cost-effective solution to provide a root of trust for electronic devices which exploit intrinsic process variability. They generate identification signatures and keys only when the devices are turned on, avoiding the storage of sensitive information in memories that could be targeted by attacks. Although PUFs have many perceived advantages, they also have disadvantages such as sensitivity to temperature. Indeed their behaviour can be affected by the fact that high temperatures can accelerate permanent and transient phenomena, such as aging and transistor switching speed. In this paper we show the effects of externally induced heat on the functioning of Ring Oscillators (ROs), which form the basis of RO-PUFs. Moreover, we discuss the feasibility of temperature attacks on PUFs.",1942-9401,979-8-3503-4135-5,10.1109/IOLTS59296.2023.10224886,French Agence Nationale de la Recherche(grant numbers:ANR-21-CE39-0004); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10224886,Physical Unclonable Function;Aging;Ring-oscillator;Hardware security,Temperature sensors;Ring oscillators;Temperature measurement;Physical unclonable function;Circuit faults;Transistors;Electronic countermeasures,,4.0,,25.0,IEEE,2023-08-28,3-5 July 2023,3-5 July 2023,IEEE,IEEE Conferences
True,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Decentralized Classification with Assume-Guarantee Planning,S. Carr; J. Quattrociocchi; S. Bharadwaj; S. J. Spencer; A. Parikh; C. C. Young; S. P. Buerger; B. Wu; U. Topcu,"The University of Texas at Austin; The University of Texas at Austin; The University of Texas at Austin; High Consequence Automation and Robotics, Sandia National Laboratories; High Consequence Automation and Robotics, Sandia National Laboratories; High Consequence Automation and Robotics, Sandia National Laboratories; High Consequence Automation and Robotics, Sandia National Laboratories; The University of Texas at Austin; The University of Texas at Austin",2021 IEEE/RSJ International Conference on Intelligent Robots and Systems (IROS),2021-12-16,2021.0,,,9826.0,9832.0,"We study the problem of decentralized classification conducted over a network of mobile sensors. We model the multiagent classification task as a hypothesis testing problem where each sensor has to almost surely find the true hypothesis from a finite set of candidate hypotheses. Each sensor makes noisy local observations and can also share information on their observations with other mobile sensors in communication range. In order to address the state-space explosion in the multiagent system, we propose a decentralized synthesis procedure that guarantees that each sensor will almost surely converge to the true hypothesis even in the presence of faulty or malicious agents. Additionally, we employ a contract-based synthesis approach that produces trajectories designed to empirically increase information-sharing between mobile sensors in order to converge faster to the true hypothesis. We implement and test the approach on experiments with both physical and simulated hardware to showcase the approach’s scalability and viability in real-world systems. Finally, we run a Gazebo/ROS simulated experiment with 12 agents to demonstrate the scalability of our approach in large environments with many agents.",2153-0866,978-1-6654-1714-3,10.1109/IROS51168.2021.9636177,National Nuclear Security Administration; ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9636177,,Scalability;Object detection;Sensor systems;Sensors;Trajectory;Planning;Noise measurement,,,,22.0,IEEE,2021-12-16,27 Sept.-1 Oct. 2021,27 Sept.-1 Oct. 2021,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Characterization of IOBUF-based Ring Oscillators,J. Burgiel; D. Esguerra; I. Giechaskiel; S. Tian; J. Szefer,"Yale University, New Haven, CT, USA; Yale University, New Haven, CT, USA; Independent Researcher, London, United Kingdom; Yale University, New Haven, CT, USA; Yale University, New Haven, CT, USA",2021 International Conference on Field-Programmable Technology (ICFPT),2021-11-23,2021.0,,,1.0,4.0,"Ring Oscillators (ROs) are fundamental primitives that are used as building blocks in many other types of circuits. This paper presents an in-depth characterization of ring oscillators which leverage the IOBUF primitive found in modern Xilinx FPGAs. This work first analyzes the impact of the drive strength and slew rate attributes of the IOBUFs on the ROs, and also characterizes the impacts of external temperature, internal voltage, and external voltage fluctuations on the frequency of the proposed ROs. This work further demonstrates that IOBUF-based ROs can detect whether electrical connections to the IOBUF pins have changed, including whether the DRAM module has been physically removed. Finally, the proposed ROs can be realized on cloud FPGAs, bypassing the restrictions that some cloud providers impose on combinatorial loops, and thus presenting a new security threat to remote FPGAs.",,978-1-6654-2010-5,10.1109/ICFPT52863.2021.9609950,NSF(grant numbers:1901901); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609950,,Ring oscillators;Temperature measurement;Cloud computing;Voltage measurement;Voltage fluctuations;Fluctuations;Random access memory,,1.0,,12.0,IEEE,2021-11-23,6-10 Dec. 2021,6-10 Dec. 2021,IEEE,IEEE Conferences
True,True,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,Robust Kalman Filter for Position Estimation of Automated Guided Vehicles Under Cyberattacks,M. Elsisi; M. Altius; S. -F. Su; C. -L. Su,"Department of Electrical Engineering, National Kaohsiung University of Science and Technology, Kaohsiung City, Taiwan; Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electrical Engineering, National Taiwan University of Science and Technology, Taipei, Taiwan; Department of Electrical Engineering, National Kaohsiung University of Science and Technology, Kaohsiung City, Taiwan",IEEE Transactions on Instrumentation and Measurement,2023-03-09,2023.0,72.0,,1.0,12.0,"Automated guided vehicles (AGVs) have become a key part of many industries, where they handle the task of managing material flows. As a result, they are very important targets for cyberattacks to cripple organizations by using methods, such as false data injection (FDI) and denial of service (DoS) on sensors and measurement data. This article introduces a new robust Kalman filter (KF) for the AGV state estimation using Huber loss function. A statistical method known as M-estimation is used to solve the regression issue robustly and establish the equivalence between the KF and a specific least squares regression problem. For adaptive estimation of the unknown a priori state and observation noise statistics concurrently with the system states, M-robust estimators are developed. The proposed method tackles the state estimation issue against different kinds of cyberattacks, such as pulse, ramp, and DoS cyberattacks. The position estimation using constant velocity tracking based on KF employing with and without the robustification methods is compared. The results confirm the effectiveness and the robustness of the proposed filter approach against the FDI due to the cyberattacks compared with traditional filters. Furthermore, the proposed method is investigated practically with Adlink-ROS AGV.",1557-9662,,10.1109/TIM.2023.3250285,Ministry of Science and Technology of Taiwan(grant numbers:MOST 110-2222-E-011-013); Contact Software Company of IoT Platform; Ministry of Science and Technology of Taiwan(grant numbers:MOST 110-2221-E-992-044-MY3); ,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10056247,Automated guided vehicles (AGVs);cyberattack;denial of service;false data injection (FDI);Huber loss function;Kalman filter (KF),Kalman filters;Sensors;Cyberattack;State estimation;Sensor systems;Remotely guided vehicles;Filtering,,79.0,,41.0,IEEE,2023-02-28,2023,,IEEE,IEEE Journals
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Differential Aging Sensor Using Subthreshold Leakage Current to Detect Recycled ICs,T. Alnuayri; S. Khursheed; A. L. H. Martínez; D. Rossi,"Department of Computer Engineering, Taibah University, Medina, Saudi Arabia; Department of Electrical Engineering and Electronics, University of Liverpool, Liverpool, U.K.; Department of Electrical Engineering and Electronics, University of Liverpool, Liverpool, U.K.; Department of Information Engineering, University of Pisa, Pisa, Italy",IEEE Transactions on Very Large Scale Integration (VLSI) Systems,2021-11-25,2021.0,29.0,12.0,2064.0,2075.0,"Electronic system components can fall prey to counterfeiting via untrustworthy parties in the semiconductor supply chain, which has established a worldwide span to reduce costs, time to market, and increase productivity. Recently, integrated circuits (ICs) counterfeiting has threatened systems security and reliability that utilize ICs in all domains. This article focuses on the most counterfeited area—recycled and remarked ICs—and aims to develop a technique to distinguish between new and used digital ICs based on an aging sensor mechanism. Aging sensors have been studied based on path-delay fingerprinting and ring oscillators (ROs) frequency degradation, but their resolution requires further development to accurately detect short usage. This study proposes a novel differential aging sensor to measure the discharge time ( $\tau {{{dv}}}$ ) increase that depends on the subthreshold leakage current due to aging with two on-chip designs. Simulations were conducted using the GlobalFoundries (GF) 22 nm for aging with bias temperature instability and hot carrier injection (HCI) combined. The results show that the  $\tau {{{dv}}}$  increase is 14.72% after 15 days of usage and increases to 60.49% after three years. This further increases at higher temperatures; the highest simulated temperature ( $125~^{\circ }\text{C}$ )  $\tau {{{dv}}}$  increases by 55.93% after 15 days and 310.17% after three years. The proposed method also outperformed the traditional frequency degradation-based aging estimation method, which at nominal temperature is found to be 5.00% after 15 days and 23.68% after three years. Therefore, discharge time is a sensitive indicator for aging, surpasses frequency in detecting previous usage and is robust against process, voltage, and temperature variations (PVTs).",1557-9999,,10.1109/TVLSI.2021.3115247,"Department of Computer Engineering, Taibah University, Saudi Arabia; Department of Electrical Engineering and Electronics; ODA Research Seed Funding, University of Liverpool, U.K.; Consejo Nacional de Cienciay Tecnología, Mexico; Italian Ministry of Education and Research in the framework of the CrossLab Project (Departments of Excellence); Department of Information Engineering, University of Pisa, Italy; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9563093,Counterfeit integrated circuits (ICs);ICs aging effects;hot carrier injection (HCI) and bias temperature instability (BTI);recycled ICs;subthreshold leakage current,Integrated circuits;Aging;Discharges (electric);Degradation;Subthreshold current;Rail to rail outputs;Consumer electronics;Temperature measurement,,15.0,,36.0,IEEE,2021-10-07,2021-12-01 00:00:00,,IEEE,IEEE Journals
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Heart Disease Prediction Using Stacking Model With Balancing Techniques and Dimensionality Reduction,A. Noor; N. Javaid; N. Alrajeh; B. Mansoor; A. Khaqan; S. H. Bouk,"Department of Computer Science, COMSATS University Islamabad, Islamabad, Pakistan; Department of Computer Science, COMSATS University Islamabad, Islamabad, Pakistan; Department of Biomedical Technology, College of Applied Medical Sciences, King Saud University, Riyadh, Saudi Arabia; Department of Electrical and Computer Engineering, COMSATS University Islamabad, Islamabad, Pakistan; Department of Electrical and Computer Engineering, COMSATS University Islamabad, Islamabad, Pakistan; School of Cybersecurity, Old Dominion University, Norfolk, VA, USA",IEEE Access,2023-10-25,2023.0,11.0,,116026.0,116045.0,"Heart disease is a serious worldwide health issue with wide-reaching effects. Since heart disease is one of the leading causes of mortality worldwide, early detection is crucial. Emerging technologies like Machine Learning (ML) are currently being actively used by the biomedical, healthcare, and health prediction industries. PaRSEL, a new stacking model is proposed in this research, that combines four classifiers, Passive Aggressive Classifier (PAC), Ridge Classifier (RC), Stochastic Gradient Descent Classifier (SGDC), and eXtreme Gradient Boosting (XGBoost), at the base layer, and LogitBoost is deployed for the final predictions at the meta layer. The imbalanced and irrelevant features in the data increase the complexity of the classification models. The dimensionality reduction and data balancing approaches are considered very important for lowering costs and increasing the accuracy of the model. In PaRSEL, three dimensionality reduction techniques, Recursive Feature Elimination (RFE), Linear Discriminant Analysis (LDA), and Factor Analysis (FA), are used to reduce the dimensionality and select the most relevant features for the diagnosis of heart disease. Furthermore, eight balancing techniques, Proximity Weighted Random Affine Shadowsampling (ProWRAS), Localized Randomized Affine Shadowsampling (LoRAS), Random Over Sampling (ROS), Adaptive Synthetic (ADASYN), Synthetic Minority Oversampling Technique (SMOTE), Borderline SMOTE (B-SMOTE), Majority Weighted Minority Oversampling Technique (MWMOTE) and Random Walk Oversampling (RWOS), are used to deal with the imbalanced nature of the dataset. The performance of PaRSEL is compared with the other standalone classifiers using different performance measures like accuracy, F1-score, precision, recall and AUC-ROC score. Our proposed model achieves 97% accuracy, 80% F1-score, precision is greater than 90%, 67% recall, and 98% AUC-ROC score. This shows that PaRSEL outperforms other standalone classifiers in terms of heart disease prediction. Additionally, we deploy SHapley Additive exPlanations (SHAP) on our proposed model. It helps to understand the internal working of the model. It illustrates how much influence a classifier has on the final prediction outcome.",2169-3536,,10.1109/ACCESS.2023.3325681,"King Saud University, Riyadh, Saudi Arabia, through the Researchers Supporting Project(grant numbers:RSP2023R648); ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10287281,Data balancing;dimensionality reduction;heart disease;machine learning;prediction;stacking model,Heart;Diseases;Classification algorithms;Mathematical models;Data models;Solid modeling;Prediction algorithms;Cardiovascular diseases,,33.0,,42.0,CCBYNCND,2023-10-18,2023,,IEEE,IEEE Journals
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CIM-Enabled MBRO PUF: Integrating Multistage BRO and Reconfigurable SRAM for Edge Security Applications,N. Maheshwari; B. B. Gupta; S. K. Vishvakarma,"Indian Institute of Technology Indore, Indore, India; Department of Computer Science and Information Engineering, Asia University, Taichung, Taiwan; Department of Electrical Engineering, Indian Institute of Technology Indore, Indore, India",IEEE Internet of Things Journal,2026-02-04,2026.0,13.0,4.0,6284.0,6293.0,"The Internet of Things (IoT) ecosystem and the rapid advancement of consumer devices necessitate solutions that provide both computer efficiency and hardware-level security. Compute-in-memory (CIM) is developing as an effective edge computing approach in IoT systems because it reduces data transit between memory and processors. In this work, a 10T static random access memory (SRAM)-based multi-stage bidirectional ring oscillator (MBRO) physical unclonable function (PUF) is designed using a CIM approach to reduce latency and generate double challenge response pairs (CRPs) that improve hardware security. Reconfigurable SRAM cells with tristate inverters allow bidirectional control, and the integration of transmission gates enables the configuration of multistage ring oscillators (ROs), proving the potential of the SRAM array for diverse operations. The proposed architecture not only ensures reliable functioning but also allows flexible activation and deactivation of the oscillator and inverter, lowering power consumption during idle periods and improving the stability of oscillation patterns with frequencies of 1.53 GHz, 942.9 MHz, and 652.5 MHz, respectively, for three-, five-, and seven-stage MBRO PUF. The area utilized by the seven-stage MBRO is  $11.43~\mu {\text {m}} ^{2}$  with low power consumption of  $32~\mu {\text {W}}$ . The selection of MBRO PUF based on the number of stages according to the application affirms that the proposed MBRO PUFs are highly efficient designs with strong uniqueness and reliability. Its uniqueness is 49.6%, 49.4%, and 48% for three, five, and seven stages. By balancing security and power efficiency requirements, it makes it suitable for integration into resource-constrained environment and embedded systems.",2327-4662,,10.1109/JIOT.2025.3636998,"Chip-to-Start-Up Program of the Ministry of Electronics and Information Technology (MeitY), Government of India; CHANAKYA Fellowships of Indian Institute of Technology Indore (IITI) DRISHTI Cyber-Physical Systems (CPS) Foundation under the National Mission on Interdisciplinary Cyber-Physical Systems (NM-ICPS) of the Department of Science and Technology, Government of India; Korea University's Research Support Program and K-CLUB World Conference International Joint Research Planning Grant Program; ",https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11267453,Aging;inverter;physical unclonable function (PUF);ring oscillator (RO);security;static random access memory (SRAM);uniqueness,Ring oscillators;SRAM cells;Physical unclonable function;Inverters;Computer architecture;Logic;Security;Reliability;Internet of Things;In-memory computing,,,,36.0,IEEE,2025-11-25,"15 Feb.15, 2026",,IEEE,IEEE Journals
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Laser Fault Injection on RO-Based PUFs Implemented on FPGA,A. Douadi; E. -I. Vatajelu; P. Maistri; J. -M. Dutertre; D. Hély; V. Beroulle; G. Di Natale,"Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA, Grenoble, France; Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA, Grenoble, France; CEA, Leti, Centre CMP, Mines Saint-Etienne, Gardanne, France; Univ. Grenoble Alpes, Grenoble INP, LCIS, Valence, France; Univ. Grenoble Alpes, Grenoble INP, LCIS, Valence, France; Univ. Grenoble Alpes, CNRS, Grenoble INP, TIMA, Grenoble, France",2025 IEEE International Symposium on Defect and Fault Tolerance in VLSI and Nanotechnology Systems (DFT),2025-11-25,2025.0,,,1.0,6.0,"Physical Unclonable Functions (PUFs) offer an attractive alternative for cryptographic key generation by leveraging intrinsic manufacturing variations, thus eliminating the need for permanent key storage. Among them, RO-PUFs—based on ring oscillators—are widely studied due to their simplicity and efficiency. While the sensitivity of individual ROs to laser fault injection has been previously explored, this paper presents, to the best of our knowledge, the first experimental demonstration of a successful laser attack directly impacting the global output of an RO-PUF system implemented on an Artix-7 FPGA. We show that a localized laser injection can selectively alter the frequencies of targeted ROs, leading to deterministic changes in the PUF response. Our results reveal a significant physical vulnerability of RO-PUFs to this type of attack, highlighting the need to develop appropriate countermeasures.",2765-933X,979-8-3315-1489-1,10.1109/DFT66274.2025.11257479,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11257479,,Laser theory;Sensitivity;Semiconductor lasers;Ring lasers;Very large scale integration;Physical unclonable function;Laser beams;Field programmable gate arrays;Thermal stability;Resilience,,,,15.0,IEEE,2025-11-25,21-23 Oct. 2025,21-23 Oct. 2025,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Applying LEDs as Therapeutic Light Sources for Anti-microbial Treatment: An Experimental Study,T. Wang; J. Dong; G. Zhang,"Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China; Suzhou Institute of Biomedical Engineering and Technology, Chinese Academy of Sciences, Suzhou, China; Department of Microelectronics, Delft University of Technology, Netherlands",2019 16th China International Forum on Solid State Lighting & 2019 International Forum on Wide Bandgap Semiconductors China (SSLChina: IFWS),2020-03-02,2019.0,,,192.0,195.0,"Microbial infection is one of the most common diseases in the world, which gives rise to morbidity and mortality. At present, the main treatment is using antibiotic drugs. However, the side effects range from fever and nausea to major allergic reactions cannot be ignored. Moreover, the increasing drug resistance also necessitates a new safe alternative therapeutic approach against the microbial infections. As non-antibiotic methods, photodynamic therapies (PDT) and anti-microbial blue light (ABL) therapies have been investigated in this field. However, one challenge of the PDT is the introduction of photosensitizers to the specific pathogens rather than the host cells. In contrast, ABL therapies inactivate the microbes without the involvement of exogenous photosensitizers. The general mechanism of ABL therapies is that ABL can excite the endogenous photosensitizers, and trigger the accumulation of cytotoxic reactive oxygen species (ROS), which in turn leads to cell damage. In this study, we investigated the inhibitive capability of the 405nm LED light source on Candida albicans (C. albicans). C. albicans is the most common pathogen of fungal infections. The intracellular ROS level of C. albicans was detected after the ABL irradiation. The results obtained from this study demonstrated that irradiation of 405nm LED significantly inactivated the C. albicans. The viability of C. albicans was reduced to 1% after 25 minutes of ABL exposure of 50mW/cm2. On the other hand, the intracellular ROS was increased by the ABL irradiation. This study demonstrates the effectiveness of applying 405nm LED to threat the infection caused by C. albicans, as the result of the stimulated accumulation of the intracellular cytotoxic ROS by this light.",,978-1-7281-5756-6,10.1109/SSLChinaIFWS49075.2019.9019789,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9019789,,Light emitting diodes;Radiation effects;Drugs;Lasers;Fungi;Light sources,,,,12.0,IEEE,2020-03-02,25-27 Nov. 2019,25-27 Nov. 2019,IEEE,IEEE Conferences
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,H-field probe Detection Method under Supply Voltage Fluctuation using Time Series Variation of Oscillation Frequency Difference of Multiple Ring Oscillators,K. Abe; D. Fujimoto; Y. Hayashi,"Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan; Nara Institute of Science and Technology, Nara, Japan",2025 URSI Asia-Pacific Radio Science Meeting (AP-RASC),2025-10-08,2025.0,,,1.0,4.0,"An electromagnetic (EM) analysis attack has been reported to reveal secret keys by measuring and analyzing changes in EM fields generated by the operation of cryptographic circuits. Against such attacks, it is effective to detect the H-field probe in the measurement stage, which is the preliminary stage of the analysis. In response to this, a method has been proposed to detect H-field probes by forming a metallic film directly above the chip that is capacitively coupled to the H-field probe and capturing the capacitance change as a frequency change of the Ring Oscillator (RO). In this method, the sensitivity of the RO to variations in power supply voltage is an issue, and a method that eliminates only DC variations from the frequency difference of multiple ROs has been considered. Therefore, there is a possibility of false detection for voltage fluctuations that vary over time.In contrast, this paper proposes a method to reduce temporal power supply voltage fluctuations by utilizing the time variation of the frequency difference between multiple ROs. In experiments, it is shown that the effect of power supply voltage fluctuation on the oscillation frequency of ROs for sensors can be reduced in an environment where the power supply voltage fluctuates. As a result, it is shown that it is possible to detect the H-field probe at a distance of 8 mm as stably as in an environment where the power supply does not fluctuate.",,978-9-4639-6-8157,10.46620/URSIAPRASC25/UIGC4762,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=11185523,,Time-frequency analysis;Voltage fluctuations;Fluctuations;Voltage measurement;Sensitivity;Power supplies;Circuits;Frequency estimation;Sensors;Probes,,,,7.0,,2025-10-08,17-22 Aug. 2025,17-22 Aug. 2025,IEEE,IEEE Conferences
