IsROS,IsCybersec,IsThreat,IsMitigation,Spoofing,Tampering,Repudiation,Information Disclosure,DoS,Elevation of Privilege,Key,Item Type,Publication Year,Author,Title,Publication Title,ISBN,ISSN,DOI,Url,Abstract Note,Date,Date Added,Date Modified,Access Date,Pages,Num Pages,Issue,Volume,Number Of Volumes,Journal Abbreviation,Short Title,Series,Series Number,Series Text,Series Title,Publisher,Place,Language,Rights,Type,Archive,Archive Location,Library Catalog,Call Number,Extra,Notes,File Attachments,Link Attachments,Manual Tags,Automatic Tags,Editor,Series Editor,Translator,Contributor,Attorney Agent,Book Author,Cast Member,Commenter,Composer,Cosponsor,Counsel,Interviewer,Producer,Recipient,Reviewed Author,Scriptwriter,Words By,Guest,Number,Edition,Running Time,Scale,Medium,Artwork Size,Filing Date,Application Number,Assignee,Issuing Authority,Country,Meeting Name,Conference Name,Court,References,Reporter,Legal Status,Priority Numbers,Programming Language,Version,System,Code,Code Number,Section,Session,Committee,History,Legislative Body
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CNAZPUVE,book,2025.0,,HAI '25: Proceedings of the 13th International Conference on Human-Agent Interaction,,979-8-4007-2178-6,,,,,2025,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2STFAAT4,book,2023.0,,SOICT '23: Proceedings of the 12th International Symposium on Information and Communication Technology,,979-8-4007-0891-6,,,,,2023,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,P42KFUNV,conferencePaper,2019.0,"Dash, Pritam; Karimibiuki, Mehdi; Pattabiraman, Karthik",Out of control: stealthy attacks against robotic vehicles protected by control-based techniques,Proceedings of the 35th Annual Computer Security Applications Conference,978-1-4503-7628-0,,10.1145/3359789.3359847,https://doi.org/10.1145/3359789.3359847,"Robotic vehicles (RVs) are cyber-physical systems that operate in the physical world under the control of software functions. They are increasing in adoption in many industrial sectors. RVs rely on sensors and actuators for system operations and navigation. Control algorithm based estimation techniques have been used in RVs to minimize the effects of noisy sensors, prevent faulty actuator output, and recently, in detecting attacks against RVs. In this paper, we propose three kinds of attacks to evade the control-based detection techniques and cause RVs to malfunction. We also propose automated algorithms for performing the attacks without requiring the attacker to expend significant effort or know specific details of the RV, making the attacks applicable to a wide range of RVs. We demonstrate these attacks on ArduPilot simulators and two real RVs (a drone and a rover) in the presence of an Intrusion Detection System (IDS) using control estimation models to monitor the runtime behavior of the system. We find that the control models are incapable of detecting our stealthy attacks, and that the attacks can have significant adverse impact on the RV's mission (e.g., cause the RV to crash or deviate from its target significantly).",2019,2026-02-25 17:23:16,2026-02-25 17:23:16,,660–672,,,,,,,ACSAC '19,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,cyber physical systems (CPS); invariant analysis; robotic vehicle security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K5H64VRK,conferencePaper,2016.0,"Haider, Ihtesham; Höberl, Michael; Rinner, Bernhard",Trusted Sensors for Participatory Sensing and IoT Applications based on Physically Unclonable Functions,"Proceedings of the 2nd ACM International Workshop on IoT Privacy, Trust, and Security",978-1-4503-4283-4,,10.1145/2899007.2899010,https://doi.org/10.1145/2899007.2899010,"With the emergence of the internet of things (IoT) and participatory sensing (PS) paradigms trustworthiness of remotely sensed data has become a vital research question. In this work, we present the design of a trusted sensor, which uses physically unclonable functions (PUFs) as anchor to ensure integrity, authenticity and non-repudiation guarantees on the sensed data. We propose trusted sensors for mobile devices to address the problem of potential manipulation of mobile sensors' readings by exploiting vulnerabilities of mobile device OS in participatory sensing for IoT applications. Preliminary results from our implementation of trusted visual sensor node show that the proposed security solution can be realized without consuming significant amount of resources of the sensor node.",2016,2026-02-25 17:23:16,2026-02-25 17:23:16,,14–21,,,,,,,IoTPTS '16,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,trust; privacy; internet of things; puf; mobile applications; participatory sensing; trusted sensors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,445IBYLL,book,2023.0,,WUWNet '23: Proceedings of the 17th International Conference on Underwater Networks &amp; Systems,,979-8-4007-1674-4,,,,,2023,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PSQ6L6E5,journalArticle,2025.0,"Tsakona, Dimitra; Demiris, Yiannis",Continuous Real-time Adaptation Framework for Enhancing Trust and Technology Acceptance: An Assistive Feeding Study,J. Hum.-Robot Interact.,,,10.1145/3758103,https://doi.org/10.1145/3758103,"Assistive feeding robots operate in close proximity to users often unfamiliar with robotic systems, making trust a crucial element of Human-Robot Interaction (HRI). While technical challenges in assistive feeding are actively researched, human factors such as trust remain underexplored. We propose the Continuous Real-time Adaptation Framework for Trust and Technology Acceptance (CRAFTT), which adapts the robot’s behaviour in real-time based on user reactions to enhance trust and technology acceptance, thereby giving the user greater control over the interaction. This adaptation is modelled as a multi-objective optimisation problem, minimising emotional and physical discomfort while maximising efficiency. In a within-participants study, 26 participants interacted with both adaptive (CRAFTT-equipped) and non-adaptive robot behaviours during a simulated meal. Dependent variables included user comfort cost and time efficiency, along with self-reported HRI metrics—trust, reliance intention, perceived safety, fluency, technology acceptance and cognitive workload—assessed using validated questionnaires. The robot’s impact was evaluated via Bayesian Data Analysis. Findings indicate that CRAFTT enhances trust, reliance, technology acceptance and fluency, with minimal efficiency loss, while maintaining perceived safety and cognitive workload. Future work will explore long-term interactions, expand the problem space (e.g., real food, multi-arm coordination) and apply CRAFTT to other assistive scenarios such as dressing and bathing.",2025-10-01 00:00:00,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,1,15.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Trust; Assistive Feeding; Bayesian data analysis; Human-in-the-Loop; Technology Acceptance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FWC68P85,conferencePaper,2024.0,"Hou, Zongzhi; Zhao, Ruohan; Li, Zhongyang; Wang, Zheng; Wu, Yizhen; Gou, Junwei; Zhu, Zhifeng",A Method for Efficient Structured Data Generation with Large Language Models,Proceedings of the 2nd Workshop on Large Generative Models Meet Multimodal Applications,979-8-4007-1193-0,,10.1145/3688866.3689127,https://doi.org/10.1145/3688866.3689127,"With the rapid development of large language model technology, we find ourselves at an interesting juncture regarding the importance of data. The textual data samples from these large unsupervised models are often of poor quality, which in turn produces substandard results. Implicitly, this means that the model struggles to learn the exact underlying structure of the data distribution without supervision, which can manifest as output lacking fidelity and relevance to real data distributions. In order to overcome some of these limitations in data-driven text generation tasks, this paper presents a Efficient Data Generation System (EDGS) for multimodal structured data generation. EDGS achieves this by using clustering abstraction to process various data input types through templates, thereby enabling quick data generation and reducing resource consumption. EDGS is robust, ensuring stable and reliable performance across different conditions and is more cost-effective in terms of token usage. Traditional methods handle data on a per-instance basis without using templates, but for EDGS, by abstracting and clustering different input types, it efficiently generates data from large models. Its adaptability makes it ideal for multi-modal data generation tasks since it relies on the fundamental functions of general large-scale language models. A query-answer bidirectional generation mechanism is used to rapidly amplify data with the system's help.",2024,2026-02-25 17:23:16,2026-02-25 17:23:16,,36–44,,,,,,,LGM3A '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,artificial intelligence; large language model; data generation; multi-modality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WKSLA34N,conferencePaper,2018.0,"Park, Daejun; Zhang, Yi; Saxena, Manasvi; Daian, Philip; Roşu, Grigore",A formal verification tool for Ethereum VM bytecode,Proceedings of the 2018 26th ACM Joint Meeting on European Software Engineering Conference and Symposium on the Foundations of Software Engineering,978-1-4503-5573-5,,10.1145/3236024.3264591,https://doi.org/10.1145/3236024.3264591,"In this paper, we present a formal verification tool for the Ethereum Virtual Machine (EVM) bytecode. To precisely reason about all possible behaviors of the EVM bytecode, we adopted KEVM, a complete formal semantics of the EVM, and instantiated the K-framework's reachability logic theorem prover to generate a correct-by-construction deductive verifier for the EVM. We further optimized the verifier by introducing EVM-specific abstractions and lemmas to improve its scalability. Our EVM verifier has been used to verify various high-profile smart contracts including the ERC20 token, Ethereum Casper, and DappHub MakerDAO contracts.",2018,2026-02-25 17:23:16,2026-02-25 17:23:16,,912–915,,,,,,,ESEC/FSE 2018,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,formal verification; Ethereum; K framework; smart contracts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BXAMPVQ4,book,2023.0,,HAI '23: Proceedings of the 11th International Conference on Human-Agent Interaction,,979-8-4007-0824-4,,,,,2023,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IQGGTNAS,book,2024.0,,HAI '24: Proceedings of the 12th International Conference on Human-Agent Interaction,,979-8-4007-1178-7,,,,,2024,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,G4I9XSE4,conferencePaper,2024.0,"Ren, Jiale; Zhang, Shuai; Li, Wei; Meng, Lingjun; Yu, Hao; Guo, Zhicheng",Research on the Urban Flood Disaster Refined Early Warning and the New Modular Resettlement Systems,Proceedings of the 2024 International Conference on Big Data and Digital Management,979-8-4007-1027-8,,10.1145/3696500.3696584,https://doi.org/10.1145/3696500.3696584,"With global climate change, extreme torrential weather leading to frequent urban flood disasters has been hindering the economic development of cities and posing threats to citizens' health, life, and property safety. Against this backdrop, timely early warning and emergency resettlement research for urban flood disasters are important. This paper first investigates and analyzes the current issues in early warning and resettlement during urban flood disasters. Combining the factors contributing to urban flood disasters, it proposes a refined and scientific early warning platform study. Based on the smart city platform, it integrates geographic information data, urban drainage capacity information, flood rainfall data, and actual rainfall measurements to achieve precise early warnings for flood disasters. Utilizing modular construction and BIM technology, in conjunction with the early warning platform, the site selection, transportation, and assembly of modular resettlement buildings are carried out. The modular resettlement houses provide an efficient and comfortable environment for the affected populace, achieving a humanized and healing space function. The system proposed in the paper can warn the degree and timing of urban flood disaster occurrence areas promptly, form emergency measures, and implement rapid construction of temporary resettlement sites. It offers solutions for emergency resettlement in disaster-stricken areas from the perspective of smart cities, providing fast, efficient, and intelligent resettlement measures for the affected masses.",2024,2026-02-25 17:23:16,2026-02-25 17:23:16,,501–509,,,,,,,ICBDDM '24,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IWRNN6VW,book,2023.0,,"SAFE '23: Proceedings of the 2023 on Explainable and Safety Bounded, Fidelitous, Machine Learning for Networking",,979-8-4007-0449-9,,,,"It is with great pleasure that we welcome you to the 2023 ACM CoNEXT Workshop on 'Explainable and Safety Bounded, Fidelitous, Machine Learning for Networking' - SAFE'23. We are excited to be hosting the first edition of this workshop, and it brings us pleasure to see the growing interest and enthusiasm surrounding the convergence of machine learning and networking. Machine learning offers promising solutions for network optimization, security, and management. Control and decision-making algorithms are critical for the operation of networks, hence we believe that the solutions should be safety bounded and interpretable. Understanding the decisions and behaviors of machine learning models is crucial for optimizing network performance, enhancing security, and ensuring reliable network operations. This is a very crucial topic which needs to be addressed, as network operators, managers or administrators are reluctant to use ML based solutions which are black box in nature. The production networks have a critical and sensitive nature, where outages or performance degradations can be very costly.",2023,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,VGCEQ8JE,conferencePaper,2023.0,"Rafael, Sónia; Mertens, Mattia; Ângelo, Pedro; Mendes, Mónica",From overtourism to REC-OVERtourism. A digital experience for sustainable tourism,Proceedings of the 20th International Conference on Culture and Computer Science: Code and Materiality,979-8-4007-0836-7,,10.1145/3623462.3623468,https://doi.org/10.1145/3623462.3623468,"Access to various locations in recent years has been restricted. Some places have had to close due to overtourism, which was fueled by TV shows, movies, and Instagram posts, as well as unsustainable practices that surpassed the projected tourism capacity. These locations now require a period of recovery without any tourists. Before reopening, different policies are being implemented to limit the number of visitors and protect the ecosystem. In this article, we propose an alternative that transforms the travel experience into a digital one. We have developed an experience called REC-OVERtourism, which allows people to explore highly sought-after locations that had to be closed due to excessive visitor numbers and unsustainable practices over time. Through live camera streams, users will be able to explore these sites and enjoy the views.",2023,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,KUI '23,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Digital Experience; Multimedia; Overtourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3XS2ZAX7,journalArticle,2025.0,"Chen, Yuntianyi; Huai, Yuqi; He, Yirui; Li, Shilong; Hong, Changnam; Chen, Qi Alfred; Garcia, Joshua",A Comprehensive Study of Bug-Fix Patterns in Autonomous Driving Systems,Proc. ACM Softw. Eng.,,,10.1145/3715733,https://doi.org/10.1145/3715733,"As autonomous driving systems (ADSes) become increasingly complex and integral to daily life, the importance of understanding the nature and mitigation of software bugs in these systems has grown correspondingly. Addressing the challenges of software maintenance in autonomous driving systems (e.g., handling real-time system decisions and ensuring safety-critical reliability) is crucial due to the unique combination of real-time decision-making requirements and the high stakes of operational failures in ADSes. The potential of automated tools in this domain is promising, yet there remains a gap in our comprehension of the challenges faced and the strategies employed during manual debugging and repair of such systems. In this paper, we present an empirical study that investigates bug-fix patterns in ADSes, with the aim of improving reliability and safety. We have analyzed the commit histories and bug reports of two major autonomous driving projects, Apollo and Autoware, from 1,331 bug fixes with the study of bug symptoms, root causes, and bug-fix patterns. Our study reveals several dominant bug-fix patterns, including those related to path planning, data flow, and configuration management. Additionally, we find that the frequency distribution of bug-fix patterns varies significantly depending on their nature and types and that certain categories of bugs are recurrent and more challenging to exterminate. Based on our findings, we propose a hierarchy of ADS bugs and two taxonomies of 15 syntactic bug-fix patterns and 27 semantic bug-fix patterns that offer guidance for bug identification and resolution. We also contribute a benchmark of 1,331 ADS bug-fix instances.",2025-06-01 00:00:00,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,FSE,2.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,Empirical study; Autonomous driving systems; Bug-fix pattern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NE2Q2QIL,conferencePaper,2022.0,"Aranda III, Manoel; Soares, Elvys; Ribeiro, Márcio; Ferrari, Fabiano; Gheyi, Rohit; Lima, Arthur",Mutation Operators for Java Streams,Proceedings of the 7th Brazilian Symposium on Systematic and Automated Software Testing,978-1-4503-9753-7,,10.1145/3559744.3559752,https://doi.org/10.1145/3559744.3559752,"Mutation testing analyzes test suites to verify their capability to detect artificially injected faults. Mutation testing tools rely on mutation operators to simulate those faults by modifying language constructs. The popularization of Streaming APIs, which enable parallel processing of native data structures with relatively succinct constructs, presents challenges related to functional programming, and faults from the APIs’ misuse are already objects of study. However, no comprehensive mutation operators have been defined for this purpose. We propose seven&nbsp;mutation operators to simulate stream-related faults. To evaluate our operators, we mined 22&nbsp;open-source projects from different domains (i.e., applications for smart cities and messaging frameworks) to identify faults our operators could simulate. We analyzed 357&nbsp;commits, raising 91&nbsp;fixes for stream-related faults in GitHub Java projects. Our operators can simulate 96.7%&nbsp;of the analyzed faults, and we verified five of our proposals in practice. Our mutation operators can enhance the capabilities of current mutation testing tools and help developers to improve their test suites by avoiding stream-related faults.",2022,2026-02-25 17:23:16,2026-02-25 17:23:16,,59–68,,,,,,,SAST '22,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,mutation analysis; Java; mutation testing; streams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CRFN5DZD,conferencePaper,2019.0,"Tian, Shanquan; Szefer, Jakub",Temporal Thermal Covert Channels in Cloud FPGAs,Proceedings of the 2019 ACM/SIGDA International Symposium on Field-Programmable Gate Arrays,978-1-4503-6137-8,,10.1145/3289602.3293920,https://doi.org/10.1145/3289602.3293920,"With increasing interest in Cloud FPGAs, such as Amazon's EC2 F1 instances or Microsoft's Azure with Catapult servers, FPGAs in cloud computing infrastructures can become targets for information leakages via convert channel communication. Cloud FPGAs leverage temporal sharing of the FPGA resources between users. This paper shows that heat generated by one user can be observed by another user who later uses the same FPGA. The covert data transfer can be achieved through simple on-off keying (OOK) and use of multiple FPGA boards in parallel significantly improves data throughput. The new temporal thermal covert channel is demonstrated on Microsoft's Catapult servers with FPGAs running remotely in the Texas Advanced Computing Center (TACC). A number of defenses against the new temporal thermal covert channel are presented at the end of the paper.",2019,2026-02-25 17:23:16,2026-02-25 17:23:16,,298–303,,,,,,,FPGA '19,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,ring oscillator; covert channels; cloud fpga; fpga security,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,NNJGYGRQ,book,2024.0,,ICBDE '24: Proceedings of the 2024 7th International Conference on Big Data and Education,,979-8-4007-1698-0,,,,,2024,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X97SWHJS,book,2023.0,,ISCA '23: Proceedings of the 50th Annual International Symposium on Computer Architecture,,979-8-4007-0095-8,,,,,2023,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,L3JD6FHK,book,2025.0,,VRST '25: Proceedings of the 2025 31st ACM Symposium on Virtual Reality Software and Technology,,979-8-4007-2118-2,,,,,2025,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FY7CDJYA,book,2025.0,,"SC '25: Proceedings of the International Conference for High Performance Computing, Networking, Storage and Analysis",,979-8-4007-1466-5,,,,,2025,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,X3CWARDY,book,2024.0,,EDCS '24: Proceedings of the 2024 Guangdong-Hong Kong-Macao Greater Bay Area International Conference on Education Digitalization and Computer Science,,979-8-4007-1036-0,,,,,2024,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EM77U2XE,book,2025.0,,DSAI '25: Proceedings of the 2025 2nd International Conference on Digital Society and Artificial Intelligence,,979-8-4007-1433-7,,,,,2025,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,QQS6E4K8,book,2025.0,,"CAMMIC '25: Proceedings of the 2025 5th International Conference on Applied Mathematics, Modelling and Intelligent Computing",,979-8-4007-1387-3,,,,,2025,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,N6VJTFIT,book,2024.0,,WSESE '24: Proceedings of the 1st IEEE/ACM International Workshop on Methodological Issues with Empirical Studies in Software Engineering,,979-8-4007-0567-0,,,,"WSESE 2024 was a one-day event held on April 16, 2024, in Lisbon, Portugal. The theme of the workshop was ""Methodological Issues with Empirical Studies in Software Engineering"". The primary goal was to gain a better understanding of the adoption of the empirical paradigm in SE. Specifically, our focus was on identifying, discussing and finding solutions for the issues in the empirical methods currently employed. The workshop provided an opportunity for researchers and practitioners to discuss current methodological challenges and explore ways to address them.",2024,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89JZ6HJA,journalArticle,2024.0,"Ebling, Maria R.",Resources for Teaching Operating Systems: A Survey of Instructors and a Literature Review,ACM Trans. Comput. Educ.,,,10.1145/3688853,https://doi.org/10.1145/3688853,"Objectives: Faculty new to teaching operating systems or those looking to refresh their course need to understand the state of the art in operating system education. Toward this goal, we conducted a survey of operating system instructors to understand how they approach teaching the course and what textbook and software platforms they use in their classrooms. We also conducted a literature review examining two decades of papers focused on teaching operating systems to undergraduates.Survey: We surveyed people who teach operating systems at the undergraduate level to determine which textbook they use, on which software they base projects, and how they approach teaching the course.Literature Review: We searched the ACM Digital Library for publications focused on undergraduate education about operating systems. We selected a total of 51 papers. For each selected paper, we identified which approach (i.e., concrete vs. abstract) and perspective (i.e., internal or external) on teaching operating systems the authors used, which Curriculum 2023 topics they covered, and on what type of system (e.g., educational, production, research) their projects were based. We also looked at the evaluation of the methods and the impact these papers have had on the field.Findings: Instructors teaching operating systems tend to balance both their approach and their perspective, with a slight leaning toward an internal perspective, whereas authors supporting operating system education overwhelmingly support an internal, concrete approach to the course. In addition, authors also tend to focus on a few key topics, including System Calls and Processes, Concurrency, Scheduling, Virtual Memory, File Systems API and Implementation, and Performance Evaluation.Conclusions: This work will help faculty teaching operating systems to consider which approach and perspective they wish to take in their course and to find the resources most relevant to their preferred approach and perspective. It can also help focus future research in the area of operating system education, to align it better with current practices.",2024-10-01 00:00:00,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,4,24.0,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,literature review; narrative review; undergraduate,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TAL29BPF,journalArticle,2021.0,"De Leo, Dean; Boncz, Peter",Teseo and the analysis of structural dynamic graphs,Proc. VLDB Endow.,,2150-8097,10.14778/3447689.3447708,https://doi.org/10.14778/3447689.3447708,"We present Teseo, a new system for the storage and analysis of dynamic structural graphs in main-memory and the addition of transactional support. Teseo introduces a novel design based on sparse arrays, large arrays interleaved with gaps, and a fat tree, where the graph is ultimately stored. Our design contrasts with early systems for the analysis of dynamic graphs, which often lack transactional support and are anchored to a vertex table as a primary index. We claim that the vertex table implies several constraints, often neglected, that can actually impair the generality, the robustness and extension opportunities of these systems. We compare Teseo with other dynamic graph systems, showing a high resilience to workload and input changes, while achieving comparable, if not superior, throughputs in updates and latencies in raw scans.",2021-02-01 00:00:00,2026-02-25 17:23:16,2026-02-25 17:23:16,,1053–1066,,6,14.0,,,,,,,,VLDB Endowment,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,TCI3U8XU,book,2022.0,,ICBRA '22: Proceedings of the 9th International Conference on Bioinformatics Research and Applications,,978-1-4503-9686-8,,,,,2022,2026-02-25 17:23:16,2026-02-25 17:23:16,,,,,,,,,,,,,Association for Computing Machinery,"New York, NY, USA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
